	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129
1:109982672	0.0411245273950825	0.0411353504413204	0.0411533949101457	0.0411786698940426	0.0412111881321748	0.0412509660200811	0.0412980236221539	0.0413523846869122	0.0414140766650794	0.0414831307304832	0.0415595818037916	0.0416434685791057	0.0417348335534305	0.0418337230590469	0.0419401872988104	0.0420542803844055	0.0421760603775847	0.0423055893344259	0.0424429333526422	0.0425881626219804	0.0427413514777491	0.0429025784575157	0.0430719263610171	0.0432494823133292	0.0434353378313432	0.0436295888935986	0.0438323360135246	0.0440436843161445	0.0442637436182996	0.0444926285124487	0.0447304584541064	0.0449773578529799	0.0452334561678688	0.0454988880053943	0.0457737932226241	0.0460583170336633	0.0463526101202809	0.0466568287466448	0.0469711348782386	0.0472956963050348	0.0476306867690008	0.0479762860960138	0.0483326803322638	0.0487000618852215	0.049078629669251	0.0494685892559462	0.0498701530292705	0.0502835403455778	0.0507089776985945	0.0511466988894401	0.0515969452017621	0.0520599655820618	0.0525360168252838	0.0530253637657402	0.0535282794734389	0.0540450454558804	0.0545759518653862	0.0551212977120147	0.0556813910821189	0.0562565493625922	0.0568470994708431	0.0574533780905345	0.0580757319131113	0.0587145178851363	0.0593701034614414	0.0600428668640916	0.0607331973471471	0.0614414954671981	0.0621681733596283	0.0629136550205538	0.0636783765943605	0.0644627866667507	0.065267346563186	0.0660925306525924	0.0669388266561719	0.0678067359611361	0.0686967739391534	0.0696094702692683	0.0705453692650216	0.0715050302054643	0.0724890276697213	0.0734979518747212	0.0745324090156651	0.0755930216087615	0.0766804288357056	0.0777952868893282	0.0789382693197827	0.0801100673805805	0.0813113903737183	0.082542965993076	0.0838055406651892	0.0850998798864239	0.0864267685555008	0.0877870113002291	0.0891814327972175	0.0906108780832375	0.0920762128568065	0.0935783237684568	0.0951181186980398	0.0966965270172979	0.0983144998358117	0.0999730102283008	0.10167305344112	0.103415647075648	0.105201831246127	0.107032668709344	0.108909244963396	0.110832668312618	0.112804069895568	0.114824603672808	0.116895446371032	0.119017797379893	0.121192878597724	0.123421934222141	0.125706230481313	0.12804705530152	0.130445717906396	0.132903548343093	0.135421896930373	0.138002133623496	0.140645647290554	0.143353844894747	0.146128150576928	0.148970004632603	0.151880862377417	0.154862192895056	0.157915477661396	0.161042209038628	0.164243888633084
1:109982852	0.0203961266322031	0.0207333901264785	0.0210761105104295	0.0214243720786076	0.0217782602945532	0.0221378618025114	0.0225032644391037	0.0228745572449483	0.0232518304762201	0.0236351756161445	0.0240246853864139	0.0244204537585209	0.0248225759649971	0.0252311485105492	0.0256462691830831	0.0260680370646046	0.0264965525419878	0.0269319173176001	0.0273742344197718	0.027823608213101	0.0282801444085792	0.0287439500735279	0.0292151336413324	0.0296938049209601	0.0301800751062493	0.0306740567849568	0.0311758639475464	0.0316856119957081	0.0322034177505887	0.0327293994607221	0.0332636768096398	0.0338063709231477	0.034357604376252	0.0349175011997146	0.035486186886224	0.0360637883961598	0.0366504341629335	0.0372462540978875	0.0378513795947295	0.0384659435334856	0.039090080283948	0.0397239257085985	0.0403676171649843	0.0410212935075249	0.0416850950887267	0.0423591637597816	0.0430436428705266	0.0437386772687393	0.0444444132987447	0.0451609987993073	0.0458885831007832	0.0466273170215056	0.047377352863376	0.0481388444066345	0.0489119469037806	0.0496968170726156	0.0504936130883791	0.0513024945749483	0.0521236225950707	0.0529571596396005	0.0538032696157067	0.0546621178340223	0.0555338709947022	0.056418697172358	0.0573167657998372	0.0582282476508131	0.059153314821153	0.0600921407090302	0.061044899993746	0.0620117686132278	0.0629929237401684	0.0639885437567709	0.0649988082280661	0.0660238978737651	0.0670639945386126	0.0681192811612064	0.0691899417412455	0.0702761613051731	0.0713781258701776	0.0724960224065169	0.0736300387981305	0.0747803638015038	0.0759471870027492	0.0771306987728705	0.0783310902211749	0.0795485531467982	0.0807832799883114	0.0820354637713734	0.0833052980543975	0.0845929768722013	0.085898694677607	0.0872226462809617	0.0885650267875491	0.0899260315328627	0.0913058560157137	0.0927046958291459	0.0941227465891331	0.0955602038610351	0.0970172630837876	0.0984941194918069	0.0999909680345894	0.101508003293985	0.103045419399133	0.104603409939041	0.106182167872798	0.107781885437408	0.109402754053242	0.111044964227094	0.112708705452842	0.11439416610972	0.116101533358183	0.117830993033397	0.119582729536333	0.1213569257225	0.123153762788313	0.124973420155124	0.126816075350927	0.128681903889768	0.130571079148884	0.132483772243607	0.134420151900054	0.136380384325658	0.138364633077578	0.140373058929026	0.142405819733575	0.144463070287498	0.146544962190195	0.148651643702779	0.150783259604887
1:109982866	0.0232153839664562	0.0235043829741942	0.023796891967474	0.0240929513820955	0.0243926020647633	0.0246958852758642	0.0250028426922261	0.0253135164098546	0.0256279489466486	0.0259461832450911	0.0262682626749149	0.0265942310357421	0.0269241325596943	0.0272580119139734	0.0275959142034109	0.0279378849729836	0.0282839702102942	0.0286342163480154	0.0289886702662956	0.0293473792951238	0.0297103912166521	0.0300777542674747	0.0304495171408596	0.030825728988933	0.0312064394248132	0.0315916985246912	0.0319815568298582	0.0323760653486747	0.0327752755584821	0.0331792394074515	0.0335880093163695	0.0340016381803582	0.0344201793705254	0.0348436867355452	0.0352722146031634	0.0357058177816279	0.0361445515610395	0.0365884717146209	0.0370376344999015	0.0374920966598153	0.0379519154237077	0.0384171485082504	0.0388878541182589	0.0393640909474123	0.0398459181788695	0.0403333954857815	0.0408265830316938	0.0413255414708374	0.0418303319483055	0.0423410161001102	0.0428576560531184	0.0433803144248616	0.0439090543232172	0.0444439393459568	0.0449850335801583	0.0455324016014783	0.0460861084732806	0.046646219745617	0.0472128014540572	0.0477859201183625	0.048365642741001	0.048952036805499	0.0495451702746246	0.0501451115884007	0.050751929661941	0.0513656938831065	0.051986474109978	0.0526143406681388	0.0532493643477655	0.0538916164005204	0.0545411685362422	0.05519809291943	0.0558624621655161	0.056534349336923	0.0572138279389003	0.0579009719151357	0.0585958556431366	0.0592985539293769	0.0600091420042045	0.0607276955165039	0.0614542905281098	0.0621890035079673	0.0629319113260313	0.063683091246904	0.0644426209232016	0.0652105783886478	0.0659870420508887	0.0667720906840222	0.0675658034208404	0.0683682597447756	0.0691795394815492	0.0699997227905149	0.0708288901556932	0.071667122376492	0.0725145005581071	0.0733711061015987	0.0742370206936388	0.0751123262959242	0.0759971051342498	0.0768914396872385	0.0777954126747215	0.0787091070457649	0.0796326059663378	0.080565992806617	0.0815093511279235	0.0824627646692862	0.0834263173336288	0.0844000931735751	0.0853841763768673	0.0863786512513949	0.0873836022098286	0.0883991137538556	0.0894252704580119	0.0904621569531084	0.0915098579092461	0.0925684580184179	0.0936380419766921	0.0947186944659756	0.0958105001353522	0.0969135435819948	0.098027909331646	0.0991536818186668	0.10029094536565	0.101439784162594	0.102600282245641	0.103772523475366	0.104956591514631	0.106152569805984	0.107360541548623
1:109983105	0.0215855234577136	0.0215922570957521	0.0216034843909955	0.0216192121958627	0.0216394501130454	0.0216642105048274	0.0216935085050855	0.0217273620339872	0.0217657918154027	0.0218088213970529	0.0218564771734173	0.0219087884114299	0.0219657872789944	0.0220275088763533	0.0220939912703489	0.022165275531618	0.022241405774765	0.0223224292015624	0.0224083961472313	0.0224993601298574	0.0225953779030023	0.0226965095115743	0.0228028183510257	0.0229143712299476	0.0230312384361388	0.0231534938062266	0.0232812147989252	0.0234144825720178	0.0235533820631551	0.0236980020745679	0.0238484353617929	0.0240047787265192	0.0241671331136642	0.0243356037127959	0.0245103000640189	0.0246913361684511	0.0248788306034197	0.0250729066425115	0.0252736923806176	0.0254813208641182	0.0256959302263571	0.0259176638285625	0.0261466704063758	0.0263831042221548	0.0266271252232244	0.0268788992062529	0.0271385979879375	0.0274063995821893	0.0276824883840131	0.0279670553602826	0.0282602982476192	0.0285624217575856	0.0288736377894136	0.0291941656504906	0.0295242322848325	0.0298640725097799	0.0302139292611575	0.030574053847141	0.0309447062110837	0.0313261552035557	0.0317186788638576	0.0321225647112696	0.0325381100463046	0.0329656222622358	0.0334054191671698	0.0338578293169433	0.0343231923591165	0.0348018593883435	0.0352941933133943	0.0358005692361059	0.0363213748425362	0.0368570108065902	0.0374078912063866	0.0379744439536231	0.0385571112361944	0.039156349974306	0.0397726322903155	0.0404064459925217	0.0410582950731046	0.0417287002204018	0.0424181993456863	0.0431273481245881	0.0438567205532717	0.0446069095194554	0.0453785273883208	0.0461722066033232	0.0469886003018709	0.0478283829457935	0.0486922509664644	0.0495809234243859	0.0504951426829773	0.0514356750962374	0.0524033117098703	0.0533988689753786	0.0544231894765322	0.0554771426675159	0.056561625621946	0.0576775637918218	0.0588259117753413	0.0600076540923675	0.0612238059661685	0.0624754141098839	0.0637635575159863	0.0650893482468009	0.0664539322239345	0.0678584900142291	0.069304237609607	0.0707924271979044	0.0723243479215056	0.07390132662028	0.0755247285549994	0.0771959581070632	0.0789164594499882	0.0806877171877282	0.0825112569544695	0.0843886459701138	0.0863214935451922	0.0883114515284701	0.0903602146899926	0.0924695210317853	0.0946411520178706	0.0968769327146831	0.099178731832368	0.101548461656832	0.103988077861784	0.106499579189356	0.109085006987236	0.11174644458959	0.114486016528372
1:109983111	0.00210216895545221	0.00365293938144392	0.00504436990618806	0.00634044466469536	0.00756927686160176	0.00874657840639895	0.00988232441459463	0.0109833791433029	0.0120547377787624	0.0131001883047668	0.0141226957443458	0.0151246400727227	0.0161079711528554	0.0170743138231793	0.0180250416056597	0.0189613298794381	0.0198841951709057	0.0207945247911018	0.0216930995978952	0.0225806117567162	0.0234576787945563	0.0243248548609589	0.0251826398531083	0.026031486885625	0.0268718084619705	0.0277039816161923	0.0285283522298991	0.0293452386824984	0.030154934957872	0.03095771330444	0.0317538265256108	0.0325435099622774	0.0333269832171277	0.0341044516612244	0.0348761077559643	0.035642132217691	0.0364026950475546	0.0371579564454458	0.0379080676237738	0.0386531715343606	0.0393934035196784	0.0401288918979653	0.0408597584903555	0.0415861190969916	0.0423080839281091	0.0430257579952634	0.043739241467175	0.0444486299940817	0.0451540150039864	0.0458554839737636	0.0465531206777197	0.0472470054158917	0.047937215224096	0.0486238240675037	0.0493069030193199	0.0499865204259618	0.0506627420599841	0.0513356312618579	0.0520052490715965	0.0526716543511157	0.0533349038981267	0.0539950525522754	0.0546521532941763	0.05530625733792	0.0559574142175831	0.0566056718682137	0.0572510767017269	0.0578936736781002	0.0585335063722256	0.0591706170367443	0.0598050466611577	0.0604368350274875	0.0610660207627298	0.0616926413883312	0.0623167333668935	0.0629383321462983	0.0635574722014245	0.0641741870736226	0.0647885094080921	0.0654004709892987	0.0660101027745586	0.0666174349259059	0.0672224968403507	0.0678253171786284	0.068425923892532	0.069024344250914	0.0696206048644368	0.0702147317091462	0.0708067501489371	0.0713966849569741	0.0719845603361291	0.0725703999384888	0.0731542268839866	0.0737360637782055	0.0743159327293988	0.0748938553647697	0.0754698528460503	0.0760439458844176	0.0766161547547794	0.0771864993094656	0.077754998991353	0.0783216728464539	0.0788865395359949	0.0794496173480116	0.0800109242084834	0.08057047769203	0.0811282950321919	0.0816843931313146	0.0822387885700545	0.0827914976165258	0.083342536235104	0.0838919200949027	0.0844396645779376	0.0849857847869933	0.0855302955532055	0.0860732114433713	0.0866145467669996	0.0871543155831137	0.0876925317068157	0.0882292087156244	0.0887643599555954	0.0892979985472319	0.0898301373911978	0.0903607891738383	0.0908899663725172	0.091417681260779	0.0919439459133424	0.0924687722109312	0.0929921718449509
1:109983116	0.0385718975261919	0.0391000747806901	0.0396351863721103	0.0401773151299737	0.0407265446469854	0.0412829592796141	0.0418466441484508	0.0424176851383383	0.0429961688982643	0.0435821828410108	0.0441758151425514	0.04477715474119	0.0453862913364314	0.0460033153875762	0.0466283181120334	0.0472613914833385	0.0479026282288732	0.0485521218272748	0.0492099665055271	0.0498762572357254	0.0505510897315051	0.0512345604441247	0.0519267665581952	0.052627805987045	0.0533377773677123	0.0540567800555536	0.0547849141184605	0.0555222803306731	0.0562689801661814	0.0570251157917043	0.0577907900592355	0.0585661064981464	0.0593511693068361	0.0601460833439173	0.0609509541189281	0.0617658877825591	0.0625909911163845	0.0634263715220876	0.0642721370101687	0.0651283961881263	0.0659952582480979	0.0668728329539531	0.0677612306278246	0.0686605621360693	0.0695709388746456	0.0704924727538983	0.0714252761827393	0.0723694620522122	0.0733251437184319	0.0742924349848868	0.075271450084093	0.0762623036585909	0.0772651107412718	0.0782799867350256	0.0793070473916976	0.0803464087903458	0.0813981873147867	0.0824624996304207	0.0835394626603269	0.0846291935606176	0.0857318096950423	0.0868474286088335	0.0879761680017828	0.0891181457005411	0.0902734796301321	0.0914422877846719	0.0926246881972865	0.0938207989092196	0.0950307379381227	0.0962546232455213	0.0974925727034502	0.0987447040602517	0.100011134905531	0.101291982634262	0.102587364410045	0.103897397127498	0.105222197373794	0.106561881389332	0.107916565027542	0.109286363713809	0.110671392403547	0.112071765539379	0.113487597007458	0.114919000092911	0.116366087434414	0.117828970977896	0.119307761929377	0.120802570706943	0.122313506891864	0.123840679178857	0.125384195325496	0.126944162100795	0.128520685232941	0.130113869356214	0.131723817957088	0.133350633319532	0.134994416469509	0.136655267118709	0.138333283607508	0.140028562847174	0.141741200261348	0.143471289726797	0.145218923513479	0.146984192223916	0.148767184731922	0.150567988120682	0.152386687620229	0.154223366544321	0.156078106226765	0.157950985957201	0.159842082916376	0.161751472110946	0.163679226307827	0.165625415968134	0.167590109180738	0.169573371595482	0.171575266356084	0.173595854032769	0.175635192554673	0.177693337142056	0.17977034023836	0.181866251442171	0.183981117439111	0.186114981933721	0.188267885581378	0.190439865920284	0.192630957303598	0.194841190831743	0.19707059428495
1:109983121	0.0160304855658939	0.0162561672630415	0.0164849729412488	0.0167169443355497	0.0169521236958027	0.0171905537918181	0.0174322779185001	0.0176773399010021	0.0179257840998941	0.0181776554163402	0.0184329992972859	0.0186918617406525	0.0189542893005384	0.0192203290924243	0.0194900287983818	0.0197634366722831	0.0200406015450105	0.0203215728296631	0.0206064005267598	0.0208951352294357	0.021187828128631	0.0214845310182687	0.0217852963004209	0.0220901769904596	0.0223992267221909	0.0227124997529704	0.0230300509687954	0.0233519358893744	0.0236782106731685	0.0240089321224035	0.0243441576880498	0.0246839454747665	0.0250283542458078	0.0253774434278876	0.0257312731159997	0.026089904078191	0.0264533977602825	0.0268218162905371	0.0271952224842685	0.0275736798483892	0.027957252585893	0.0283460056002682	0.0287400044998382	0.0291393156020248	0.0295440059375304	0.0299541432544344	0.030369796022201	0.0307910334355908	0.0312179254184759	0.0316505426275489	0.0320889564559261	0.0325332390366354	0.0329834632459865	0.0334397027068185	0.0339020317916167	0.034370525625497	0.0348452600890491	0.0353263118210351	0.0358137582209361	0.0363076774513419	0.0368081484401769	0.037315250882757	0.0378290652436698	0.0383496727584731	0.0388771554352037	0.0394115960556908	0.0399530781766669	0.040501686130668	0.041057505026718	0.0416206207507882	0.0421911199660253	0.0427690901127401	0.0433546194081493	0.0439477968458622	0.0445487121951049	0.0451574559996725	0.0457741195766033	0.0463987950145645	0.0470315751719408	0.0476725536746197	0.0483218249134611	0.0489794840414454	0.0496456269704883	0.0503203503679157	0.0510037516525869	0.051695928990658	0.0523969812909757	0.0531070082000915	0.0538261100968861	0.0545543880867948	0.0552919439956235	0.0560388803629446	0.0567953004350628	0.0575613081575408	0.0583370081672733	0.0591225057841005	0.0599179070019478	0.0607233184794832	0.0615388475302805	0.0623646021124774	0.0632006908179178	0.0640472228607664	0.0649043080655857	0.0657720568548634	0.066650580235979	0.0675399897875988	0.0684403976454877	0.0693519164877262	0.0702746595193223	0.0712087404562065	0.0721542735085978	0.073111373363731	0.0740801551679335	0.0750607345080395	0.0760532273921327	0.0770577502296038	0.0780744198105143	0.0791033532842548	0.0801446681374865	0.0811984821713563	0.0822649134779754	0.0833440804161492	0.0844361015863513	0.0855410958049293	0.0866591820775337	0.0877904795717611	0.0889351075890008	0.0900931855354786	0.0912648328924856
1:109983123	0.0218193533329385	0.0221200396496701	0.0224247746455802	0.0227336102011648	0.023046598788691	0.0233637934768904	0.0236852479356294	0.0240110164405509	0.0243411538776872	0.0246757157480401	0.0250147581721266	0.0253583378944861	0.0257065122881483	0.0260593393590564	0.0264168777504451	0.0267791867471682	0.0271463262799746	0.0275183569297272	0.0278953399315642	0.0282773371789963	0.0286644112279391	0.0290566253006748	0.029454043289741	0.0298567297617423	0.030264749961081	0.0306781698136018	0.0310970559301487	0.0315214756100272	0.0319514968443696	0.0323871883193981	0.032828619419581	0.033275860230678	0.0337289815426691	0.0341880548525632	0.0346531523670805	0.0351243470052044	0.0356017124005969	0.0360853229038733	0.0365752535847297	0.0370715802339182	0.0375743793650645	0.0380837282163217	0.0385997047518543	0.0391223876631465	0.0396518563701297	0.0401881910221206	0.0407314724985659	0.0412817824095859	0.0418392030963107	0.0424038176310018	0.0429757098169527	0.0435549641881617	0.0441416660087691	0.0447359012722519	0.0453377567003692	0.0459473197418492	0.0465646785708119	0.0471899220849196	0.0478231399032452	0.0484644223638538	0.0491138605210862	0.0497715461425386	0.0504375717057278	0.0511120303944363	0.0517950160947256	0.0524866233906119	0.0531869475593931	0.0538960845666198	0.0546141310607004	0.0553411843671317	0.0560773424823458	0.0568227040671629	0.0575773684398429	0.058341435568724	0.0591150060644397	0.0598981811717057	0.0606910627606642	0.0614937533177788	0.0623063559362685	0.0631289743060713	0.063961712703327	0.0648046759793702	0.0656579695492227	0.0665216993795752	0.0673959719762486	0.0682808943711248	0.0691765741085359	0.0700831192311036	0.0710006382650162	0.0719292402047356	0.0728690344971218	0.0738201310249676	0.0747826400899297	0.0757566723948512	0.0767423390254603	0.0777397514314395	0.0787490214068539	0.0797702610699285	0.0808035828421658	0.0818490994267946	0.0829069237865394	0.0839771691207028	0.085059948841551	0.0861553765499941	0.0872635660105523	0.0883846311256	0.0895186859088797	0.0906658444582773	0.091826220927852	0.0929999294991127	0.0941870843515348	0.0953877996323094	0.0966021894253196	0.097830367719338	0.0990724483754385	0.100328545093618	0.101598771378626	0.102883240504987	0.104182065481229	0.105495359013302	0.106823233467182	0.108165800830668	0.109523172674364	0.110895460111845	0.112282773759005	0.113685223692592	0.115102919407924	0.116535969775793	0.117984482998553
1:118625742	0.607974227217705	0.648057059991002	0.670611161633529	0.686157186244696	0.697936541575858	0.707372167623088	0.715213468544205	0.72190268723272	0.727722134809517	0.732862744766942	0.737459507539146	0.741611280064937	0.745392559933247	0.748860837180245	0.752061374897234	0.755030425487174	0.757797458053537	0.760386739946944	0.762818484421037	0.765109699508648	0.767274826632065	0.769326228351379	0.771274565984801	0.773129095575878	0.774897902461748	0.776588089077702	0.778205926726012	0.779756979276574	0.781246204788533	0.782678039605072	0.78405646841711	0.785385083005945	0.786667131784516	0.787905561808892	0.789103054588446	0.790262056758138	0.79138480646994	0.792473356198528	0.793529592528437	0.794555253388144	0.795551943115067	0.796521145669916	0.79746423626571	0.798382491633541	0.799277099111786	0.800149164716376	0.800999720325689	0.80182973009371	0.80264009618846	0.803431663938824	0.804205226461204	0.804961528827601	0.80570127182841	0.806425115376123	0.807133681590149	0.807827557597792	0.808507298082048	0.809173427603091	0.809826442717044	0.81046681391284	0.81109498738552	0.8117113866622	0.812316414095105	0.812910452234434	0.813493865092455	0.814066999308944	0.814630185227042	0.815183737887638	0.815727957949525	0.816263132541868	0.81678953605484	0.817307430873714	0.817817068061164	0.818318687992098	0.8188125209449	0.819298787652612	0.819777699817263	0.820249460590242	0.820714265021364	0.821172300479032	0.821623747043693	0.822068777876585	0.822507559565616	0.822940252450038	0.823367010925454	0.823787983730568	0.824203314216965	0.824613140603106	0.825017596213628	0.825416809704961	0.825810905278172	0.826200002879904	0.826584218392188	0.82696366381186	0.827338447420256	0.827708673943804	0.828074444706091	0.828435857771945	0.828793008084023	0.829145987592364	0.829494885377342	0.829839787766409	0.830180778445009	0.830517938561989	0.830851346829857	0.831181079620159	0.831507211054269	0.831829813089855	0.832148955603255	0.832464706468004	0.83277713162971	0.833086295177496	0.833392259412184	0.833695084911396	0.833994830591748	0.834291553768273	0.83458531021124	0.834876154200488	0.835164138577406	0.83544931479469	0.835731732963979	0.836011441901477	0.836288489171673	0.836562921129241	0.836834782959209	0.837104118715501	0.837370971357896	0.837635382787523	0.837897393880918
1:119047929	0.00601204084121129	0.00601600971470746	0.00602263029181229	0.00603191126757554	0.00604386484137245	0.00605850674330252	0.00607585626826403	0.00609593631780524	0.00611877344987577	0.00614439793662582	0.00617284383042439	0.00620414903829279	0.00623835540497488	0.0062755088048918	0.00631565924325601	0.00635886096664747	0.0064051725833841	0.00645465719404887	0.00650738253256775	0.0065634211182655	0.00662285041936137	0.00668575302840266	0.00675221685017252	0.00682233530264814	0.00689620753162786	0.00697393863968988	0.00705563993019201	0.00714142916707148	0.0072314308512554	0.00732577651454779	0.00742460503191715	0.00752806295316961	0.00763630485505803	0.00774949371494581	0.00786780130721678	0.00799140862369985	0.00812050631945766	0.00825529518537553	0.00839598664907726	0.00854280330579143	0.00869597948089336	0.00885576182595637	0.00902240995025964	0.00919619708982098	0.00937741081615062	0.00956635378705624	0.00976334454197288	0.00996871834444051	0.0101828280745116	0.0104060451740369	0.0106387606479553	0.0108813861248965	0.0111343549806017	0.011398123527871	0.0116731722769605	0.0119600072705762	0.012259161497847	0.0125711963919033	0.0128967034159424	0.0132363057429279	0.0135906600343434	0.013960458323707	0.0143464300108433	0.0147493439732106	0.0151700108008901	0.0156092851621527	0.0160680683068375	0.0165473107150926	0.0170480148993432	0.0175712383676667	0.0181180967570542	0.0186897671453306	0.0192874915507786	0.0199125806287568	0.0205664175748249	0.0212504622440583	0.0219662554963683	0.0227154237777033	0.0234996839470009	0.02432084835866	0.0251808302100939	0.0260816491635921	0.0270254372512352	0.028014445070943	0.0290510482808735	0.0301377543982826	0.0312772099075756	0.0324722076805795	0.0337256947100047	0.0350407801545782	0.0364207436913761	0.0378690441673835	0.0393893285381981	0.0409854410769991	0.0426614328313248	0.0444215712987648	0.0462703502852695	0.0482124999013007	0.0502529966413941	0.0523970734817488	0.0546502299180848	0.0570182418521025	0.0595071712193083	0.0621233752336296	0.0648735151050286	0.0677645640651381	0.0708038145127276	0.0739988840655258	0.0773577202775746	0.0808886037519406	0.0846001493473859	0.0885013051447064	0.0926013488042128	0.096909880910684	0.101436814866659	0.10619236285991	0.111187017397322	0.116431527866339	0.121936871558116	0.127714218565178	0.133774889952737	0.140130308599144	0.146791942109839	0.153771237233415	0.161079545251145	0.168728037875822	0.17672761328533	0.185088792034344	0.193821602737037
